player_id,player_name,team,off_rating,def_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tov_pct,efg_pct,ts_pct,usg_pct,pace,pie,season
1641718,Keyonte George,UTA,110.1,122.0,-11.9,0.272,2.06,23.6,0.012,0.104,0.058,11.5,0.485,0.539,0.237,101.25,0.093,2024-25
203114,Khris Middleton,WAS,114.1,112.6,1.5,0.251,2.68,26.0,0.015,0.132,0.076,9.7,0.546,0.588,0.208,104.75,0.114,2024-25
1630165,Killian Hayes,BKN,109.9,115.6,-5.7,0.274,3.44,34.8,0.028,0.087,0.055,10.1,0.512,0.559,0.145,101.72,0.085,2024-25
202691,Klay Thompson,DAL,112.8,115.2,-2.4,0.104,1.65,12.7,0.022,0.097,0.06,7.7,0.535,0.552,0.214,100.53,0.083,2024-25
1641738,Kobe Brown,LAC,105.9,114.7,-8.7,0.137,2.0,21.8,0.07,0.176,0.122,10.9,0.5,0.513,0.134,98.21,0.083,2024-25
1641723,Kobe Bufkin,ATL,95.3,103.3,-8.0,0.213,2.13,21.3,0.035,0.123,0.077,10.0,0.426,0.483,0.203,106.96,0.086,2024-25
1627739,Kris Dunn,LAC,113.8,106.0,7.8,0.153,2.84,28.7,0.031,0.111,0.072,10.1,0.525,0.531,0.126,99.24,0.07,2024-25
1631200,Kris Murray,POR,106.0,107.8,-1.8,0.09,1.58,16.3,0.066,0.096,0.081,10.3,0.468,0.472,0.133,102.7,0.061,2024-25
204001,Kristaps Porziņģis,BOS,116.2,110.3,5.8,0.113,1.64,10.8,0.054,0.163,0.11,6.6,0.572,0.618,0.253,99.83,0.132,2024-25
203937,Kyle Anderson,MIA,106.1,107.6,-1.5,0.211,3.92,28.3,0.049,0.148,0.097,7.2,0.51,0.538,0.152,100.06,0.108,2024-25
1642271,Kyle Filipowski,UTA,107.7,118.9,-11.3,0.14,1.37,17.0,0.07,0.213,0.14,12.4,0.576,0.594,0.184,102.46,0.103,2024-25
1628398,Kyle Kuzma,MIL,105.8,116.1,-10.3,0.123,1.04,12.3,0.027,0.155,0.091,11.8,0.493,0.514,0.233,102.96,0.08,2024-25
200768,Kyle Lowry,PHI,103.8,109.6,-5.8,0.206,4.57,38.4,0.016,0.086,0.05,8.4,0.474,0.525,0.1,99.28,0.067,2024-25
1630283,Kylor Kelley,LAL,101.4,130.5,-29.1,0.056,1.25,13.9,0.079,0.194,0.134,11.1,0.636,0.644,0.097,104.42,0.072,2024-25
202681,Kyrie Irving,DAL,116.5,113.9,2.6,0.198,2.08,16.9,0.033,0.093,0.064,8.1,0.549,0.594,0.264,99.98,0.129,2024-25
1642273,Kyshawn George,WAS,105.4,115.5,-10.1,0.133,1.74,19.8,0.025,0.122,0.074,11.4,0.476,0.503,0.156,102.7,0.058,2024-25
1630163,LaMelo Ball,CHA,112.7,116.5,-3.9,0.39,2.07,21.5,0.028,0.121,0.072,10.4,0.494,0.536,0.342,101.33,0.127,2024-25
1630205,Lamar Stevens,MEM,128.2,101.8,26.4,0.063,0.8,9.3,0.027,0.184,0.114,11.6,0.524,0.545,0.21,102.46,0.09,2024-25
1629013,Landry Shamet,NYK,111.6,106.5,5.1,0.049,1.23,9.4,0.014,0.064,0.039,7.7,0.596,0.601,0.143,99.55,0.062,2024-25
1626204,Larry Nance Jr.,ATL,107.5,116.5,-9.0,0.125,2.38,17.7,0.046,0.174,0.108,7.4,0.626,0.632,0.155,104.76,0.106,2024-25
1628374,Lauri Markkanen,UTA,111.4,117.5,-6.1,0.074,1.06,7.7,0.046,0.134,0.09,7.2,0.521,0.571,0.231,101.64,0.103,2024-25
2544,LeBron James,LAL,112.7,114.0,-1.3,0.395,2.21,25.6,0.031,0.187,0.112,11.6,0.571,0.604,0.291,100.62,0.169,2024-25
1631159,Leonard Miller,MIN,79.2,98.6,-19.4,0.0,0.0,0.0,0.073,0.229,0.145,9.5,0.4,0.54,0.239,107.87,0.202,2024-25
1631311,Lester Quinones,NOP,104.5,110.4,-5.9,0.198,1.71,19.8,0.02,0.076,0.048,11.6,0.481,0.514,0.213,105.49,0.065,2024-25
1641857,Liam Robbins,MIL,80.3,85.6,-5.3,0.056,0.33,9.5,0.111,0.085,0.098,28.6,0.25,0.363,0.128,106.17,-0.025,2024-25
1630322,Lindy Waters III,DET,111.6,110.2,1.4,0.092,2.6,16.0,0.023,0.116,0.067,6.2,0.498,0.504,0.145,99.37,0.061,2024-25
1629022,Lonnie Walker IV,PHI,104.7,118.7,-14.1,0.167,2.0,16.7,0.012,0.117,0.063,8.4,0.526,0.548,0.214,101.6,0.091,2024-25
1628366,Lonzo Ball,CHI,113.5,108.0,5.5,0.187,2.8,28.0,0.029,0.106,0.068,10.0,0.504,0.524,0.152,105.6,0.078,2024-25
1629652,Luguentz Dort,OKC,120.4,107.3,13.1,0.067,2.25,14.8,0.041,0.093,0.067,6.6,0.578,0.586,0.133,101.75,0.063,2024-25
1629029,Luka Dončić,LAL,119.6,110.5,9.1,0.342,2.14,21.8,0.023,0.198,0.112,10.2,0.536,0.587,0.328,100.22,0.17,2024-25
1630568,Luka Garza,MIN,107.9,107.5,0.4,0.082,0.92,7.6,0.138,0.103,0.121,8.3,0.543,0.573,0.241,105.17,0.101,2024-25
1628379,Luke Kennard,MEM,117.6,114.5,3.1,0.179,2.99,29.3,0.024,0.094,0.059,9.8,0.609,0.631,0.14,104.99,0.093,2024-25
1628436,Luke Kornet,BOS,121.2,106.3,14.9,0.115,3.77,24.8,0.134,0.139,0.136,6.6,0.668,0.683,0.111,95.87,0.114,2024-25
1631247,Luke Travers,CLE,109.1,109.7,-0.5,0.113,1.0,21.6,0.084,0.108,0.097,21.6,0.25,0.287,0.132,101.62,0.022,2024-25
1630644,Mac McClung,ORL,119.0,128.6,-9.5,0.333,0.0,60.0,0.0,0.1,0.05,0.0,0.0,0.0,0.087,98.5,0.0,2024-25
1630201,Malachi Flynn,SAS,112.8,109.1,3.7,0.233,1.75,26.9,0.077,0.08,0.079,15.4,0.423,0.512,0.196,95.6,0.084,2024-25
1631103,Malaki Branham,SAS,106.1,109.8,-3.7,0.139,1.12,13.7,0.016,0.093,0.057,12.3,0.547,0.575,0.233,103.25,0.087,2024-25
1627763,Malcolm Brogdon,WAS,106.5,116.9,-10.4,0.267,2.58,23.5,0.036,0.119,0.077,9.1,0.467,0.544,0.231,103.18,0.113,2024-25
1642502,Malevy Leons,OKC,61.4,104.7,-43.3,0.111,1.0,16.7,0.04,0.095,0.065,16.7,0.0,0.266,0.102,99.59,-0.069,2024-25
1627736,Malik Beasley,DET,113.3,110.2,3.1,0.089,1.67,10.3,0.02,0.069,0.045,6.2,0.579,0.59,0.215,102.76,0.091,2024-25
1628370,Malik Monk,SAC,117.0,114.5,2.5,0.246,2.28,23.6,0.014,0.104,0.059,10.4,0.513,0.549,0.236,101.33,0.099,2024-25
1630699,MarJon Beauchamp,NYK,94.8,92.0,2.9,0.124,0.73,10.9,0.064,0.198,0.129,14.9,0.492,0.535,0.222,106.73,0.123,2024-25
1630542,Marcus Bagley,PHI,101.1,117.0,-15.9,0.056,1.43,11.0,0.078,0.175,0.124,7.7,0.428,0.456,0.128,102.58,0.077,2024-25
1630585,Marcus Garrett,CHA,95.6,119.3,-23.6,0.255,2.17,27.1,0.013,0.057,0.036,12.5,0.463,0.487,0.193,97.05,0.057,2024-25
1631204,Marcus Sasser,DET,110.4,107.5,2.9,0.239,2.46,26.4,0.021,0.06,0.04,10.7,0.561,0.589,0.187,102.0,0.095,2024-25
203935,Marcus Smart,WAS,109.9,107.3,2.6,0.221,2.02,24.1,0.024,0.069,0.047,11.9,0.488,0.529,0.198,107.13,0.086,2024-25
1631109,Mark Williams,CHA,106.3,118.9,-12.7,0.154,1.54,15.7,0.103,0.255,0.178,10.2,0.604,0.647,0.21,100.77,0.156,2024-25
1628365,Markelle Fultz,SAC,109.3,105.7,3.6,0.208,1.8,24.8,0.036,0.077,0.058,13.8,0.448,0.452,0.196,99.36,0.065,2024-25
202693,Markieff Morris,LAL,106.1,113.9,-7.8,0.191,4.2,21.2,0.017,0.114,0.066,5.1,0.364,0.385,0.202,100.86,0.045,2024-25
1628963,Marvin Bagley III,MEM,108.2,108.8,-0.6,0.063,0.92,7.6,0.128,0.159,0.143,8.3,0.533,0.56,0.2,103.88,0.123,2024-25
1630222,Mason Jones,SAC,107.4,105.3,2.2,0.379,11.0,34.4,0.045,0.149,0.099,3.1,0.528,0.569,0.193,99.93,0.159,2024-25
203486,Mason Plumlee,PHX,115.2,115.0,0.2,0.133,2.27,29.5,0.094,0.253,0.176,13.0,0.619,0.645,0.105,100.08,0.098,2024-25
1641824,Matas Buzelis,CHI,110.4,112.1,-1.7,0.072,1.07,10.4,0.035,0.133,0.085,9.8,0.541,0.571,0.181,105.38,0.079,2024-25
1629680,Matisse Thybulle,POR,105.3,105.1,0.2,0.126,2.15,20.7,0.038,0.122,0.076,9.6,0.597,0.592,0.135,102.37,0.114,2024-25
1630346,Matt Ryan,NOP,80.5,108.8,-28.3,0.083,1.0,7.9,0.0,0.113,0.056,7.9,0.419,0.439,0.208,104.75,0.062,2024-25
1631108,Max Christie,DAL,112.6,114.3,-1.7,0.093,1.66,16.4,0.019,0.102,0.061,9.9,0.525,0.57,0.15,100.27,0.069,2024-25
1629622,Max Strus,CLE,120.1,112.2,7.9,0.157,2.93,26.4,0.041,0.118,0.081,9.0,0.594,0.607,0.143,101.34,0.083,2024-25
1628467,Maxi Kleber,LAL,111.9,112.3,-0.4,0.087,1.87,25.0,0.04,0.105,0.073,13.4,0.453,0.489,0.085,101.75,0.035,2024-25
1641721,Maxwell Lewis,BKN,101.2,110.7,-9.6,0.091,1.36,13.0,0.051,0.118,0.082,9.6,0.505,0.516,0.164,99.39,0.066,2024-25
1630695,Micah Potter,UTA,108.6,116.2,-7.6,0.058,1.0,15.0,0.058,0.153,0.107,15.0,0.537,0.563,0.102,101.29,0.063,2024-25
1629008,Michael Porter Jr.,DEN,119.8,115.4,4.4,0.084,1.59,11.8,0.055,0.146,0.103,7.4,0.596,0.617,0.197,101.52,0.101,2024-25
1628969,Mikal Bridges,NYK,118.4,112.9,5.6,0.141,2.32,18.3,0.024,0.063,0.043,7.9,0.57,0.585,0.192,98.1,0.09,2024-25
201144,Mike Conley,MIN,115.5,109.0,6.5,0.243,4.25,35.6,0.018,0.085,0.052,8.4,0.535,0.573,0.141,97.92,0.092,2024-25
1628970,Miles Bridges,CHA,108.2,113.6,-5.5,0.203,1.82,15.7,0.033,0.189,0.11,8.6,0.495,0.541,0.273,100.58,0.135,2024-25
1630540,Miles McBride,NYK,116.8,109.7,7.1,0.155,4.56,23.3,0.028,0.069,0.049,5.1,0.511,0.531,0.162,99.2,0.077,2024-25
1641936,Miles Norris,BOS,87.7,110.9,-23.2,0.0,0.0,0.0,0.048,0.171,0.108,0.0,0.333,0.354,0.127,88.67,0.088,2024-25
1629011,Mitchell Robinson,NYK,113.8,108.2,5.7,0.062,1.3,14.8,0.174,0.176,0.175,11.4,0.661,0.676,0.109,96.37,0.122,2024-25
1628964,Mo Bamba,NOP,103.5,112.5,-9.0,0.068,0.9,11.1,0.079,0.268,0.175,12.3,0.531,0.557,0.15,98.15,0.1,2024-25
1628420,Monte Morris,PHX,111.1,108.3,2.8,0.188,3.48,23.6,0.021,0.088,0.056,6.8,0.505,0.546,0.173,99.99,0.096,2024-25
1629021,Moritz Wagner,ORL,106.1,107.0,-0.9,0.135,0.86,10.9,0.067,0.201,0.131,12.7,0.616,0.649,0.254,99.97,0.165,2024-25
1629650,Moses Brown,DAL,101.5,105.9,-4.4,0.029,0.18,3.0,0.098,0.224,0.165,16.7,0.694,0.706,0.216,108.49,0.154,2024-25
1630541,Moses Moody,GSW,113.2,108.9,4.3,0.084,1.78,12.4,0.029,0.084,0.056,7.0,0.544,0.578,0.17,100.74,0.076,2024-25
1631243,Mouhamed Gueye,ATL,113.4,104.7,8.8,0.064,1.8,11.7,0.078,0.179,0.127,6.5,0.482,0.52,0.155,103.84,0.085,2024-25
1631217,Moussa Diabaté,CHA,106.9,110.3,-3.4,0.069,0.92,12.5,0.135,0.209,0.169,13.6,0.596,0.609,0.13,97.32,0.115,2024-25
1626167,Myles Turner,IND,116.1,111.5,4.7,0.072,0.9,9.7,0.043,0.169,0.109,10.7,0.577,0.612,0.207,100.19,0.103,2024-25
1642368,N'Faly Dante,HOU,114.9,123.5,-8.6,0.05,1.0,10.5,0.122,0.268,0.2,10.5,0.769,0.789,0.133,108.58,0.125,2024-25
1641772,Nae'Qwan Tomlin,CLE,96.4,92.0,4.4,0.053,1.0,5.0,0.117,0.145,0.131,5.0,0.438,0.489,0.23,104.1,0.096,2024-25
1630230,Naji Marshall,DAL,111.5,114.7,-3.2,0.161,1.86,18.9,0.04,0.125,0.084,10.2,0.551,0.584,0.197,101.27,0.105,2024-25
1631466,Nate Williams,HOU,110.6,116.8,-6.2,0.079,0.64,10.1,0.033,0.053,0.043,15.7,0.484,0.496,0.212,108.85,0.038,2024-25
1629675,Naz Reid,MIN,116.2,108.8,7.4,0.123,1.68,14.2,0.041,0.171,0.106,8.5,0.556,0.577,0.21,99.34,0.11,2024-25
1629674,Neemias Queta,BOS,117.4,108.3,9.1,0.076,1.13,14.2,0.105,0.168,0.137,12.7,0.65,0.674,0.136,95.52,0.102,2024-25
1629651,Nic Claxton,BKN,103.6,116.2,-12.6,0.14,1.8,17.9,0.08,0.198,0.137,9.9,0.568,0.569,0.166,97.38,0.115,2024-25
1630208,Nick Richards,PHX,112.3,120.9,-8.7,0.058,0.6,8.9,0.118,0.243,0.181,14.8,0.591,0.634,0.169,98.62,0.107,2024-25
1641733,Nick Smith Jr.,CHA,102.1,116.4,-14.3,0.169,1.77,17.8,0.009,0.08,0.043,10.1,0.482,0.502,0.205,99.74,0.064,2024-25
1629638,Nickeil Alexander-Walker,MIN,115.1,108.5,6.6,0.149,2.25,22.7,0.026,0.098,0.062,10.1,0.553,0.579,0.155,99.57,0.081,2024-25
201587,Nicolas Batum,LAC,110.5,104.7,5.9,0.082,2.47,23.0,0.034,0.117,0.077,9.3,0.622,0.633,0.087,100.22,0.069,2024-25
203999,Nikola Jokić,DEN,125.6,115.1,10.5,0.398,3.11,28.7,0.083,0.252,0.173,9.2,0.627,0.663,0.285,101.99,0.206,2024-25
1631107,Nikola Jović,MIA,109.6,110.7,-1.1,0.174,2.18,21.7,0.022,0.127,0.076,9.9,0.56,0.595,0.178,98.48,0.098,2024-25
202696,Nikola Vučević,CHI,113.6,116.0,-2.4,0.165,2.15,17.3,0.076,0.228,0.154,8.1,0.592,0.611,0.221,104.11,0.136,2024-25
1641730,Noah Clowney,BKN,103.0,115.2,-12.3,0.063,0.87,8.1,0.037,0.138,0.084,9.3,0.474,0.516,0.185,97.91,0.061,2024-25
1626181,Norman Powell,LAC,116.2,107.4,8.8,0.096,1.16,9.7,0.011,0.085,0.049,8.4,0.578,0.615,0.255,99.69,0.11,2024-25
1628384,OG Anunoby,NYK,117.7,112.3,5.4,0.084,1.61,11.8,0.037,0.098,0.067,7.3,0.559,0.591,0.195,97.73,0.093,2024-25
1630167,Obi Toppin,IND,113.6,116.1,-2.6,0.116,1.88,15.2,0.036,0.167,0.101,8.1,0.621,0.642,0.191,103.97,0.115,2024-25
1630534,Ochai Agbaji,TOR,106.4,112.2,-5.7,0.081,1.81,13.9,0.033,0.098,0.066,7.6,0.593,0.601,0.144,101.93,0.081,2024-25
1641765,Olivier-Maxence Prosper,DAL,101.8,109.5,-7.7,0.101,2.86,15.2,0.071,0.137,0.103,5.3,0.437,0.484,0.158,103.43,0.082,2024-25
1630168,Onyeka Okongwu,ATL,114.9,113.7,1.1,0.113,1.87,16.2,0.103,0.213,0.157,8.7,0.602,0.634,0.169,104.52,0.122,2024-25
1631115,Orlando Robinson,TOR,104.5,109.2,-4.8,0.152,1.57,18.3,0.097,0.161,0.127,11.6,0.477,0.519,0.177,102.45,0.088,2024-25
1631131,Oscar Tshiebwe,UTA,113.4,115.8,-2.5,0.051,0.9,8.9,0.16,0.286,0.221,9.9,0.6,0.64,0.144,101.2,0.14,2024-25
1629052,Oshae Brissett,PHI,113.6,124.3,-10.7,0.04,0.5,7.1,0.047,0.115,0.079,14.3,0.564,0.576,0.154,101.4,0.05,2024-25
1642345,Oso Ighodaro,PHX,109.4,110.0,-0.6,0.095,1.82,22.3,0.063,0.143,0.104,12.2,0.604,0.61,0.103,99.05,0.073,2024-25
1631172,Ousmane Dieng,OKC,104.3,99.2,5.1,0.107,1.72,17.1,0.04,0.142,0.091,9.9,0.524,0.538,0.152,102.86,0.088,2024-25
200782,P.J. Tucker,NYK,106.1,127.4,-21.3,0.0,0.0,0.0,0.062,0.103,0.077,12.5,0.643,0.643,0.059,94.56,0.015,2024-25
1629023,P.J. Washington,DAL,114.2,113.2,1.1,0.098,1.11,13.1,0.044,0.183,0.115,11.8,0.521,0.556,0.198,101.66,0.097,2024-25
1628408,PJ Dozier,MIN,98.8,107.8,-9.0,0.167,5.0,41.7,0.04,0.125,0.088,8.3,1.0,0.621,0.082,107.91,0.054,2024-25
1641790,PJ Hall,DEN,91.9,91.3,0.5,0.118,2.0,12.5,0.079,0.219,0.148,6.3,0.625,0.641,0.176,99.0,0.168,2024-25
1642359,Pacôme Dadiet,NYK,103.8,113.0,-9.2,0.063,1.25,11.9,0.028,0.128,0.08,9.5,0.419,0.446,0.142,100.38,0.047,2024-25
1631094,Paolo Banchero,ORL,109.1,109.6,-0.6,0.262,1.61,15.3,0.031,0.192,0.108,9.5,0.5,0.551,0.33,97.29,0.157,2024-25
1627783,Pascal Siakam,IND,114.5,108.9,5.5,0.155,2.41,15.6,0.053,0.154,0.104,6.5,0.572,0.599,0.237,101.43,0.13,2024-25
1626192,Pat Connaughton,MIL,111.7,114.6,-2.9,0.159,2.92,24.7,0.032,0.14,0.088,8.5,0.542,0.567,0.151,99.41,0.088,2024-25
1630311,Pat Spencer,GSW,105.0,107.8,-2.8,0.274,2.67,27.6,0.055,0.131,0.09,10.3,0.431,0.455,0.204,103.26,0.093,2024-25
1631116,Patrick Baldwin Jr.,LAC,114.6,102.1,12.4,0.042,0.6,6.7,0.038,0.189,0.105,11.1,0.729,0.721,0.151,104.77,0.122,2024-25
1630172,Patrick Williams,CHI,108.7,113.5,-4.8,0.106,1.44,16.3,0.025,0.113,0.07,11.3,0.49,0.512,0.165,105.94,0.062,2024-25
201988,Patty Mills,LAC,104.6,108.0,-3.4,0.123,1.53,18.1,0.012,0.051,0.032,11.8,0.51,0.543,0.15,103.29,0.055,2024-25
202331,Paul George,PHI,108.3,112.2,-3.8,0.217,1.68,19.9,0.018,0.153,0.083,11.8,0.514,0.543,0.233,98.87,0.106,2024-25
1630194,Paul Reed,DET,111.3,105.7,5.6,0.141,1.69,19.0,0.09,0.197,0.142,11.3,0.535,0.573,0.179,101.81,0.115,2024-25
1630202,Payton Pritchard,BOS,118.4,108.9,9.5,0.184,3.36,22.1,0.042,0.087,0.065,6.6,0.62,0.633,0.186,96.45,0.116,2024-25
1641796,Pelle Larsson,MIA,111.1,108.7,2.4,0.116,2.71,20.4,0.036,0.081,0.058,7.5,0.517,0.546,0.141,98.71,0.055,2024-25
1631250,Pete Nance,MIL,107.8,114.8,-7.0,0.106,2.5,21.3,0.036,0.115,0.076,8.5,0.578,0.578,0.116,97.1,0.054,2024-25
1631212,Peyton Watson,DEN,113.9,113.9,0.0,0.073,1.68,14.7,0.03,0.103,0.069,8.8,0.533,0.564,0.138,101.83,0.066,2024-25
1630762,Phillip Wheeler,PHI,110.0,96.6,13.4,0.065,2.0,8.0,0.036,0.125,0.077,4.0,0.143,0.183,0.221,96.76,-0.005,2024-25
1630173,Precious Achiuwa,NYK,110.2,111.4,-1.2,0.065,1.22,12.1,0.084,0.188,0.135,9.9,0.517,0.53,0.143,100.16,0.092,2024-25
1629656,Quentin Grimes,PHI,111.9,118.1,-6.2,0.172,1.62,17.9,0.028,0.126,0.077,11.0,0.565,0.595,0.218,100.7,0.105,2024-25
1631245,Quenton Jackson,IND,110.9,110.1,0.8,0.193,3.31,25.4,0.035,0.079,0.057,7.7,0.537,0.58,0.167,104.12,0.089,2024-25
1642439,Quincy Olivari,LAL,68.2,150.0,-81.8,0.2,1.0,14.3,0.0,0.0,0.0,14.3,0.3,0.3,0.231,102.52,-0.022,2024-25
1642366,Quinten Post,GSW,111.5,109.1,2.4,0.131,1.7,14.9,0.049,0.166,0.106,8.8,0.582,0.595,0.197,100.02,0.095,2024-25
1629628,RJ Barrett,TOR,110.1,113.4,-3.4,0.257,1.89,19.6,0.031,0.159,0.094,10.4,0.523,0.547,0.281,102.74,0.121,2024-25
1642484,RayJ Dennis,IND,113.5,86.3,27.3,0.255,2.8,26.4,0.025,0.116,0.073,9.4,0.424,0.443,0.212,105.02,0.11,2024-25
1641712,Rayan Rupert,POR,100.6,109.8,-9.2,0.083,0.83,11.9,0.049,0.097,0.071,14.3,0.465,0.499,0.156,104.66,0.055,2024-25
1641736,Reece Beekman,BKN,98.5,110.4,-12.0,0.205,3.0,31.3,0.024,0.061,0.041,10.4,0.36,0.4,0.122,99.16,0.051,2024-25
1642263,Reed Sheppard,HOU,108.5,111.1,-2.7,0.153,2.03,20.9,0.022,0.086,0.054,10.3,0.452,0.465,0.171,104.93,0.06,2024-25
202704,Reggie Jackson,PHI,108.3,111.8,-3.5,0.172,2.65,22.6,0.02,0.093,0.055,8.5,0.485,0.496,0.17,98.88,0.067,2024-25
1626158,Richaun Holmes,WAS,110.2,114.5,-4.3,0.112,2.0,18.5,0.113,0.208,0.161,9.3,0.647,0.695,0.143,100.78,0.135,2024-25
1641741,Ricky Council IV,PHI,109.9,116.0,-6.1,0.115,1.87,14.3,0.039,0.13,0.084,7.7,0.442,0.502,0.196,99.93,0.08,2024-25
1642434,Riley Minix,SAS,93.3,93.3,0.0,0.0,0.0,0.0,0.0,0.2,0.118,0.0,0.0,0.0,0.063,106.67,0.039,2024-25
1642265,Rob Dillingham,MIN,112.3,111.1,1.2,0.283,1.85,26.6,0.022,0.07,0.046,14.4,0.5,0.503,0.215,101.82,0.078,2024-25
1629057,Robert Williams III,POR,106.3,108.3,-2.0,0.09,1.24,17.1,0.097,0.217,0.159,13.8,0.647,0.679,0.12,100.69,0.137,2024-25
1631199,Ron Harper Jr.,DET,120.6,116.7,3.9,0.143,0.0,18.2,0.182,0.2,0.189,0.0,0.125,0.225,0.205,98.82,0.071,2024-25
1641842,Ronald Holland II,DET,109.8,110.9,-1.0,0.095,1.14,13.2,0.03,0.136,0.083,11.6,0.517,0.556,0.177,101.0,0.078,2024-25
1626220,Royce O'Neale,PHX,112.1,116.4,-4.2,0.128,2.51,20.1,0.029,0.157,0.094,8.0,0.58,0.585,0.151,100.27,0.085,2024-25
203497,Rudy Gobert,MIN,114.3,107.6,6.7,0.075,1.43,14.9,0.111,0.21,0.161,10.5,0.669,0.687,0.129,97.63,0.126,2024-25
1629060,Rui Hachimura,LAL,114.8,110.9,3.9,0.063,1.69,10.9,0.044,0.111,0.079,6.5,0.597,0.619,0.156,99.44,0.086,2024-25
201566,Russell Westbrook,DEN,115.7,116.2,-0.6,0.289,1.89,27.9,0.05,0.119,0.086,14.8,0.505,0.532,0.23,103.3,0.093,2024-25
1642346,Ryan Dunn,PHX,110.4,115.1,-4.7,0.059,1.43,9.6,0.063,0.117,0.09,6.8,0.516,0.517,0.161,98.59,0.059,2024-25
1631157,Ryan Rollins,MIL,114.0,108.6,5.4,0.173,1.96,23.3,0.027,0.098,0.065,11.9,0.577,0.6,0.179,101.74,0.088,2024-25
1630573,Sam Hauser,BOS,119.8,109.8,10.0,0.057,2.78,11.3,0.027,0.113,0.07,4.1,0.627,0.632,0.14,96.4,0.083,2024-25
1630241,Sam Merrill,CLE,117.4,107.1,10.3,0.099,3.09,18.7,0.026,0.077,0.052,6.0,0.567,0.583,0.14,101.26,0.069,2024-25
1630572,Sandro Mamukelashvili,SAS,111.6,112.9,-1.4,0.108,1.85,12.6,0.086,0.176,0.131,6.8,0.609,0.628,0.202,102.07,0.124,2024-25
1630583,Santi Aldama,MEM,116.1,112.6,3.5,0.149,2.65,19.9,0.052,0.181,0.116,7.5,0.576,0.588,0.179,105.41,0.121,2024-25
1630703,Scoot Henderson,POR,112.5,113.7,-1.3,0.274,1.89,25.9,0.028,0.083,0.054,13.7,0.496,0.54,0.22,100.99,0.084,2024-25
1630567,Scottie Barnes,TOR,107.4,110.1,-2.7,0.279,2.05,21.5,0.047,0.176,0.111,10.5,0.482,0.523,0.262,102.48,0.139,2024-25
1630590,Scotty Pippen Jr.,MEM,111.0,109.7,1.3,0.283,2.51,30.3,0.035,0.105,0.07,12.0,0.553,0.582,0.188,105.6,0.106,2024-25
203552,Seth Curry,CHA,106.2,114.1,-8.0,0.087,1.88,13.4,0.02,0.081,0.049,7.1,0.599,0.616,0.151,99.1,0.083,2024-25
1631101,Shaedon Sharpe,POR,111.4,114.4,-3.0,0.138,1.32,12.7,0.029,0.114,0.07,9.7,0.519,0.551,0.25,99.88,0.102,2024-25
1628983,Shai Gilgeous-Alexander,OKC,122.4,105.7,16.7,0.299,2.66,18.7,0.025,0.112,0.069,7.0,0.569,0.637,0.336,101.91,0.199,2024-25
1629003,Shake Milton,LAL,106.2,113.1,-6.9,0.184,2.55,24.2,0.036,0.086,0.061,9.5,0.528,0.563,0.162,98.81,0.081,2024-25
1631321,Sidy Cissoko,POR,91.2,89.0,2.1,0.197,1.36,25.4,0.068,0.1,0.085,18.6,0.483,0.471,0.156,103.79,0.057,2024-25
1631323,Simone Fontecchio,DET,110.7,109.5,1.2,0.071,1.2,12.3,0.04,0.127,0.083,10.2,0.504,0.544,0.152,103.26,0.068,2024-25
1627746,Skal Labissiere,SAC,114.8,128.0,-13.2,0.125,0.0,20.0,0.083,0.222,0.143,0.0,0.625,0.625,0.129,104.35,0.092,2024-25
203915,Spencer Dinwiddie,DAL,110.1,115.1,-5.0,0.228,3.42,28.3,0.008,0.086,0.048,8.3,0.496,0.553,0.175,101.4,0.089,2024-25
1642461,Spencer Jones,DEN,89.4,107.4,-18.0,0.06,1.0,11.1,0.057,0.067,0.062,11.1,0.338,0.368,0.128,104.76,0.013,2024-25
1630649,Stanley Umude,MIL,85.6,95.8,-10.1,0.071,1.33,11.4,0.043,0.131,0.089,8.6,0.25,0.27,0.137,107.72,0.022,2024-25
201939,Stephen Curry,GSW,118.4,112.7,5.7,0.284,2.11,21.1,0.017,0.118,0.066,10.0,0.572,0.618,0.286,101.72,0.145,2024-25
1642264,Stephon Castle,SAS,111.8,116.6,-4.7,0.231,1.88,20.1,0.039,0.092,0.066,10.7,0.476,0.522,0.253,101.89,0.087,2024-25
203500,Steven Adams,HOU,115.3,105.9,9.4,0.107,1.22,20.1,0.181,0.193,0.187,16.4,0.545,0.541,0.127,99.77,0.109,2024-25
1629004,Svi Mykhailiuk,UTA,110.3,117.7,-7.4,0.144,1.46,17.1,0.026,0.085,0.055,11.7,0.507,0.526,0.198,101.83,0.067,2024-25
204456,T.J. McConnell,IND,111.1,113.8,-2.7,0.359,3.22,31.3,0.032,0.104,0.069,9.7,0.531,0.547,0.226,103.69,0.129,2024-25
201959,Taj Gibson,CHA,96.6,110.4,-13.8,0.081,0.84,14.0,0.114,0.151,0.133,16.7,0.5,0.515,0.132,99.38,0.068,2024-25
1629659,Talen Horton-Tucker,CHI,111.4,109.8,1.7,0.162,2.08,18.1,0.025,0.097,0.063,8.7,0.527,0.567,0.208,106.82,0.09,2024-25
1631106,Tari Eason,HOU,114.8,109.2,5.6,0.082,1.28,11.0,0.081,0.158,0.118,8.6,0.543,0.567,0.185,101.55,0.117,2024-25
